,WordForm,LemmaCase,Frequency,Cues,Outcomes
194,boga,bog_gen_Sg,57,"('#b', 'bo', 'og', 'ga', 'a#')","('bog', 'gen', 'Sg')"
195,bogu,bog_dat_Sg,58,"('#b', 'bo', 'og', 'gu', 'u#')","('bog', 'dat', 'Sg')"
196,boga,bog_acc_Sg,78,"('#b', 'bo', 'og', 'ga', 'a#')","('bog', 'acc', 'Sg')"
197,bogom,bog_ins_Sg,13,"('#b', 'bo', 'og', 'go', 'om', 'm#')","('bog', 'ins', 'Sg')"
198,bogu,bog_loc_Sg,12,"('#b', 'bo', 'og', 'gu', 'u#')","('bog', 'loc', 'Sg')"
199,bogovi,bog_nom_Pl,28,"('#b', 'bo', 'og', 'go', 'ov', 'vi', 'i#')","('bog', 'nom', 'Pl')"
200,bogova,bog_gen_Pl,14,"('#b', 'bo', 'og', 'go', 'ov', 'va', 'a#')","('bog', 'gen', 'Pl')"
201,bogovima,bog_dat_Pl,4,"('#b', 'bo', 'og', 'go', 'ov', 'vi', 'im', 'ma', 'a#')","('bog', 'dat', 'Pl')"
202,bogove,bog_acc_Pl,7,"('#b', 'bo', 'og', 'go', 'ov', 've', 'e#')","('bog', 'acc', 'Pl')"
203,bogovima,bog_ins_Pl,4,"('#b', 'bo', 'og', 'go', 'ov', 'vi', 'im', 'ma', 'a#')","('bog', 'ins', 'Pl')"
204,bogovima,bog_loc_Pl,1,"('#b', 'bo', 'og', 'go', 'ov', 'vi', 'im', 'ma', 'a#')","('bog', 'loc', 'Pl')"
205,boja,boja_nom_Sg,53,"('#b', 'bo', 'oj', 'ja', 'a#')","('boja', 'nom', 'Sg')"
206,boje,boja_gen_Sg,102,"('#b', 'bo', 'oj', 'je', 'e#')","('boja', 'gen', 'Sg')"
207,boji,boja_dat_Sg,1,"('#b', 'bo', 'oj', 'ji', 'i#')","('boja', 'dat', 'Sg')"
208,boju,boja_acc_Sg,91,"('#b', 'bo', 'oj', 'ju', 'u#')","('boja', 'acc', 'Sg')"
209,bojom,boja_ins_Sg,34,"('#b', 'bo', 'oj', 'jo', 'om', 'm#')","('boja', 'ins', 'Sg')"
210,boji,boja_loc_Sg,144,"('#b', 'bo', 'oj', 'ji', 'i#')","('boja', 'loc', 'Sg')"
211,boje,boja_nom_Pl,100,"('#b', 'bo', 'oj', 'je', 'e#')","('boja', 'nom', 'Pl')"
212,boja,boja_gen_Pl,139,"('#b', 'bo', 'oj', 'ja', 'a#')","('boja', 'gen', 'Pl')"
213,bojama,boja_dat_Pl,6,"('#b', 'bo', 'oj', 'ja', 'am', 'ma', 'a#')","('boja', 'dat', 'Pl')"
214,boje,boja_acc_Pl,89,"('#b', 'bo', 'oj', 'je', 'e#')","('boja', 'acc', 'Pl')"
215,bojama,boja_ins_Pl,24,"('#b', 'bo', 'oj', 'ja', 'am', 'ma', 'a#')","('boja', 'ins', 'Pl')"
216,bojama,boja_loc_Pl,25,"('#b', 'bo', 'oj', 'ja', 'am', 'ma', 'a#')","('boja', 'loc', 'Pl')"
217,bol,bol_nom_Sg,361,"('#b', 'bo', 'ol', 'l#')","('bol', 'nom', 'Sg')"
218,bola,bol_gen_Sg,419,"('#b', 'bo', 'ol', 'la', 'a#')","('bol', 'gen', 'Sg')"
219,bolu,bol_dat_Sg,29,"('#b', 'bo', 'ol', 'lu', 'u#')","('bol', 'dat', 'Sg')"
220,bol,bol_acc_Sg,229,"('#b', 'bo', 'ol', 'l#')","('bol', 'acc', 'Sg')"
221,bolom,bol_ins_Sg,124,"('#b', 'bo', 'ol', 'lo', 'om', 'm#')","('bol', 'ins', 'Sg')"
222,bolu,bol_loc_Sg,66,"('#b', 'bo', 'ol', 'lu', 'u#')","('bol', 'loc', 'Sg')"
223,boli,bol_nom_Pl,51,"('#b', 'bo', 'ol', 'li', 'i#')","('bol', 'nom', 'Pl')"
224,bolova,bol_gen_Pl,35,"('#b', 'bo', 'ol', 'lo', 'ov', 'va', 'a#')","('bol', 'gen', 'Pl')"
225,bolima,bol_dat_Pl,2,"('#b', 'bo', 'ol', 'li', 'im', 'ma', 'a#')","('bol', 'dat', 'Pl')"
226,bolove,bol_acc_Pl,65,"('#b', 'bo', 'ol', 'lo', 'ov', 've', 'e#')","('bol', 'acc', 'Pl')"
227,bolima,bol_ins_Pl,7,"('#b', 'bo', 'ol', 'li', 'im', 'ma', 'a#')","('bol', 'ins', 'Pl')"
228,bolima,bol_loc_Pl,3,"('#b', 'bo', 'ol', 'li', 'im', 'ma', 'a#')","('bol', 'loc', 'Pl')"
229,bor,bor_nom_Sg,61,"('#b', 'bo', 'or', 'r#')","('bor', 'nom', 'Sg')"
230,bora,bor_gen_Sg,37,"('#b', 'bo', 'or', 'ra', 'a#')","('bor', 'gen', 'Sg')"
231,boru,bor_dat_Sg,2,"('#b', 'bo', 'or', 'ru', 'u#')","('bor', 'dat', 'Sg')"
232,bor,bor_acc_Sg,9,"('#b', 'bo', 'or', 'r#')","('bor', 'acc', 'Sg')"
233,borom,bor_ins_Sg,8,"('#b', 'bo', 'or', 'ro', 'om', 'm#')","('bor', 'ins', 'Sg')"
234,boru,bor_loc_Sg,3,"('#b', 'bo', 'or', 'ru', 'u#')","('bor', 'loc', 'Sg')"
235,borovi,bor_nom_Pl,39,"('#b', 'bo', 'or', 'ro', 'ov', 'vi', 'i#')","('bor', 'nom', 'Pl')"
236,borova,bor_gen_Pl,37,"('#b', 'bo', 'or', 'ro', 'ov', 'va', 'a#')","('bor', 'gen', 'Pl')"
237,borovima,bor_dat_Pl,1,"('#b', 'bo', 'or', 'ro', 'ov', 'vi', 'im', 'ma', 'a#')","('bor', 'dat', 'Pl')"
238,borove,bor_acc_Pl,11,"('#b', 'bo', 'or', 'ro', 'ov', 've', 'e#')","('bor', 'acc', 'Pl')"
239,borovima,bor_ins_Pl,6,"('#b', 'bo', 'or', 'ro', 'ov', 'vi', 'im', 'ma', 'a#')","('bor', 'ins', 'Pl')"
240,borovima,bor_loc_Pl,2,"('#b', 'bo', 'or', 'ro', 'ov', 'vi', 'im', 'ma', 'a#')","('bor', 'loc', 'Pl')"
241,borac,borac_nom_Sg,85,"('#b', 'bo', 'or', 'ra', 'ac', 'c#')","('borac', 'nom', 'Sg')"
242,borca,borac_gen_Sg,33,"('#b', 'bo', 'or', 'rc', 'ca', 'a#')","('borac', 'gen', 'Sg')"
243,borcu,borac_dat_Sg,14,"('#b', 'bo', 'or', 'rc', 'cu', 'u#')","('borac', 'dat', 'Sg')"
244,borca,borac_acc_Sg,15,"('#b', 'bo', 'or', 'rc', 'ca', 'a#')","('borac', 'acc', 'Sg')"
245,borcem,borac_ins_Sg,2,"('#b', 'bo', 'or', 'rc', 'ce', 'em', 'm#')","('borac', 'ins', 'Sg')"
246,borcu,borac_loc_Sg,4,"('#b', 'bo', 'or', 'rc', 'cu', 'u#')","('borac', 'loc', 'Sg')"
247,borci,borac_nom_Pl,105,"('#b', 'bo', 'or', 'rc', 'ci', 'i#')","('borac', 'nom', 'Pl')"
248,boraca,borac_gen_Pl,81,"('#b', 'bo', 'or', 'ra', 'ac', 'ca', 'a#')","('borac', 'gen', 'Pl')"
249,borcima,borac_dat_Pl,26,"('#b', 'bo', 'or', 'rc', 'ci', 'im', 'ma', 'a#')","('borac', 'dat', 'Pl')"
250,borce,borac_acc_Pl,25,"('#b', 'bo', 'or', 'rc', 'ce', 'e#')","('borac', 'acc', 'Pl')"
251,borcima,borac_ins_Pl,6,"('#b', 'bo', 'or', 'rc', 'ci', 'im', 'ma', 'a#')","('borac', 'ins', 'Pl')"
252,borcima,borac_loc_Pl,4,"('#b', 'bo', 'or', 'rc', 'ci', 'im', 'ma', 'a#')","('borac', 'loc', 'Pl')"
253,brazda,brazda_nom_Sg,14,"('#b', 'br', 'ra', 'az', 'zd', 'da', 'a#')","('brazda', 'nom', 'Sg')"
254,brazde,brazda_gen_Sg,6,"('#b', 'br', 'ra', 'az', 'zd', 'de', 'e#')","('brazda', 'gen', 'Sg')"
255,brazdi,brazda_dat_Sg,3,"('#b', 'br', 'ra', 'az', 'zd', 'di', 'i#')","('brazda', 'dat', 'Sg')"
256,brazdu,brazda_acc_Sg,18,"('#b', 'br', 'ra', 'az', 'zd', 'du', 'u#')","('brazda', 'acc', 'Sg')"
257,brazdom,brazda_ins_Sg,15,"('#b', 'br', 'ra', 'az', 'zd', 'do', 'om', 'm#')","('brazda', 'ins', 'Sg')"
258,brazdi,brazda_loc_Sg,7,"('#b', 'br', 'ra', 'az', 'zd', 'di', 'i#')","('brazda', 'loc', 'Sg')"
259,brazde,brazda_nom_Pl,31,"('#b', 'br', 'ra', 'az', 'zd', 'de', 'e#')","('brazda', 'nom', 'Pl')"
260,brazda,brazda_gen_Pl,8,"('#b', 'br', 'ra', 'az', 'zd', 'da', 'a#')","('brazda', 'gen', 'Pl')"
261,brazdama,brazda_dat_Pl,1,"('#b', 'br', 'ra', 'az', 'zd', 'da', 'am', 'ma', 'a#')","('brazda', 'dat', 'Pl')"
262,brazde,brazda_acc_Pl,49,"('#b', 'br', 'ra', 'az', 'zd', 'de', 'e#')","('brazda', 'acc', 'Pl')"
263,brazdama,brazda_ins_Pl,8,"('#b', 'br', 'ra', 'az', 'zd', 'da', 'am', 'ma', 'a#')","('brazda', 'ins', 'Pl')"
264,brazdama,brazda_loc_Pl,4,"('#b', 'br', 'ra', 'az', 'zd', 'da', 'am', 'ma', 'a#')","('brazda', 'loc', 'Pl')"
265,brdo,brdo_nom_Sg,34,"('#b', 'br', 'rd', 'do', 'o#')","('brdo', 'nom', 'Sg')"
266,brda,brdo_gen_Sg,81,"('#b', 'br', 'rd', 'da', 'a#')","('brdo', 'gen', 'Sg')"
267,brdu,brdo_dat_Sg,7,"('#b', 'br', 'rd', 'du', 'u#')","('brdo', 'dat', 'Sg')"
268,brdo,brdo_acc_Sg,33,"('#b', 'br', 'rd', 'do', 'o#')","('brdo', 'acc', 'Sg')"
269,brdom,brdo_ins_Sg,19,"('#b', 'br', 'rd', 'do', 'om', 'm#')","('brdo', 'ins', 'Sg')"
270,brdu,brdo_loc_Sg,29,"('#b', 'br', 'rd', 'du', 'u#')","('brdo', 'loc', 'Sg')"
271,brda,brdo_nom_Pl,63,"('#b', 'br', 'rd', 'da', 'a#')","('brdo', 'nom', 'Pl')"
272,brda,brdo_gen_Pl,63,"('#b', 'br', 'rd', 'da', 'a#')","('brdo', 'gen', 'Pl')"
273,brdima,brdo_dat_Pl,5,"('#b', 'br', 'rd', 'di', 'im', 'ma', 'a#')","('brdo', 'dat', 'Pl')"
274,brda,brdo_acc_Pl,72,"('#b', 'br', 'rd', 'da', 'a#')","('brdo', 'acc', 'Pl')"
275,brdima,brdo_ins_Pl,26,"('#b', 'br', 'rd', 'di', 'im', 'ma', 'a#')","('brdo', 'ins', 'Pl')"
276,brdima,brdo_loc_Pl,30,"('#b', 'br', 'rd', 'di', 'im', 'ma', 'a#')","('brdo', 'loc', 'Pl')"
277,brid,brid_nom_Sg,4,"('#b', 'br', 'ri', 'id', 'd#')","('brid', 'nom', 'Sg')"
278,brida,brid_gen_Sg,4,"('#b', 'br', 'ri', 'id', 'da', 'a#')","('brid', 'gen', 'Sg')"
279,bridu,brid_dat_Sg,1,"('#b', 'br', 'ri', 'id', 'du', 'u#')","('brid', 'dat', 'Sg')"
280,brid,brid_acc_Sg,4,"('#b', 'br', 'ri', 'id', 'd#')","('brid', 'acc', 'Sg')"
281,bridom,brid_ins_Sg,3,"('#b', 'br', 'ri', 'id', 'do', 'om', 'm#')","('brid', 'ins', 'Sg')"
282,bridu,brid_loc_Sg,5,"('#b', 'br', 'ri', 'id', 'du', 'u#')","('brid', 'loc', 'Sg')"
283,bridovi,brid_nom_Pl,4,"('#b', 'br', 'ri', 'id', 'do', 'ov', 'vi', 'i#')","('brid', 'nom', 'Pl')"
284,bridova,brid_gen_Pl,2,"('#b', 'br', 'ri', 'id', 'do', 'ov', 'va', 'a#')","('brid', 'gen', 'Pl')"
285,bridovima,brid_dat_Pl,1,"('#b', 'br', 'ri', 'id', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('brid', 'dat', 'Pl')"
286,bridove,brid_acc_Pl,2,"('#b', 'br', 'ri', 'id', 'do', 'ov', 've', 'e#')","('brid', 'acc', 'Pl')"
287,bridovima,brid_ins_Pl,2,"('#b', 'br', 'ri', 'id', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('brid', 'ins', 'Pl')"
288,bridovima,brid_loc_Pl,1,"('#b', 'br', 'ri', 'id', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('brid', 'loc', 'Pl')"
289,briga,briga_nom_Sg,50,"('#b', 'br', 'ri', 'ig', 'ga', 'a#')","('briga', 'nom', 'Sg')"
290,brige,briga_gen_Sg,28,"('#b', 'br', 'ri', 'ig', 'ge', 'e#')","('briga', 'gen', 'Sg')"
291,brizi,briga_dat_Sg,5,"('#b', 'br', 'ri', 'iz', 'zi', 'i#')","('briga', 'dat', 'Sg')"
292,brigu,briga_acc_Sg,44,"('#b', 'br', 'ri', 'ig', 'gu', 'u#')","('briga', 'acc', 'Sg')"
293,brigom,briga_ins_Sg,13,"('#b', 'br', 'ri', 'ig', 'go', 'om', 'm#')","('briga', 'ins', 'Sg')"
294,brizi,briga_loc_Sg,10,"('#b', 'br', 'ri', 'iz', 'zi', 'i#')","('briga', 'loc', 'Sg')"
295,brige,briga_nom_Pl,21,"('#b', 'br', 'ri', 'ig', 'ge', 'e#')","('briga', 'nom', 'Pl')"
296,briga,briga_gen_Pl,51,"('#b', 'br', 'ri', 'ig', 'ga', 'a#')","('briga', 'gen', 'Pl')"
297,brigama,briga_dat_Pl,1,"('#b', 'br', 'ri', 'ig', 'ga', 'am', 'ma', 'a#')","('briga', 'dat', 'Pl')"
298,brige,briga_acc_Pl,30,"('#b', 'br', 'ri', 'ig', 'ge', 'e#')","('briga', 'acc', 'Pl')"
299,brigama,briga_ins_Pl,7,"('#b', 'br', 'ri', 'ig', 'ga', 'am', 'ma', 'a#')","('briga', 'ins', 'Pl')"
300,brigama,briga_loc_Pl,3,"('#b', 'br', 'ri', 'ig', 'ga', 'am', 'ma', 'a#')","('briga', 'loc', 'Pl')"
301,brigada,brigada_nom_Sg,83,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'da', 'a#')","('brigada', 'nom', 'Sg')"
302,brigade,brigada_gen_Sg,67,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'de', 'e#')","('brigada', 'gen', 'Sg')"
303,brigadi,brigada_dat_Sg,14,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'di', 'i#')","('brigada', 'dat', 'Sg')"
304,brigadu,brigada_acc_Sg,28,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'du', 'u#')","('brigada', 'acc', 'Sg')"
305,brigadom,brigada_ins_Sg,11,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'do', 'om', 'm#')","('brigada', 'ins', 'Sg')"
306,brigadi,brigada_loc_Sg,13,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'di', 'i#')","('brigada', 'loc', 'Sg')"
307,brigade,brigada_nom_Pl,57,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'de', 'e#')","('brigada', 'nom', 'Pl')"
308,brigada,brigada_gen_Pl,74,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'da', 'a#')","('brigada', 'gen', 'Pl')"
309,brigadama,brigada_dat_Pl,1,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'da', 'am', 'ma', 'a#')","('brigada', 'dat', 'Pl')"
310,brigade,brigada_acc_Pl,15,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'de', 'e#')","('brigada', 'acc', 'Pl')"
311,brigadama,brigada_ins_Pl,4,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'da', 'am', 'ma', 'a#')","('brigada', 'ins', 'Pl')"
312,brigadama,brigada_loc_Pl,4,"('#b', 'br', 'ri', 'ig', 'ga', 'ad', 'da', 'am', 'ma', 'a#')","('brigada', 'loc', 'Pl')"
313,brod,brod_nom_Sg,106,"('#b', 'br', 'ro', 'od', 'd#')","('brod', 'nom', 'Sg')"
314,broda,brod_gen_Sg,79,"('#b', 'br', 'ro', 'od', 'da', 'a#')","('brod', 'gen', 'Sg')"
315,brodu,brod_dat_Sg,6,"('#b', 'br', 'ro', 'od', 'du', 'u#')","('brod', 'dat', 'Sg')"
316,brod,brod_acc_Sg,35,"('#b', 'br', 'ro', 'od', 'd#')","('brod', 'acc', 'Sg')"
317,brodom,brod_ins_Sg,35,"('#b', 'br', 'ro', 'od', 'do', 'om', 'm#')","('brod', 'ins', 'Sg')"
318,brodu,brod_loc_Sg,38,"('#b', 'br', 'ro', 'od', 'du', 'u#')","('brod', 'loc', 'Sg')"
319,brodovi,brod_nom_Pl,89,"('#b', 'br', 'ro', 'od', 'do', 'ov', 'vi', 'i#')","('brod', 'nom', 'Pl')"
320,brodova,brod_gen_Pl,51,"('#b', 'br', 'ro', 'od', 'do', 'ov', 'va', 'a#')","('brod', 'gen', 'Pl')"
321,brodovima,brod_dat_Pl,6,"('#b', 'br', 'ro', 'od', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('brod', 'dat', 'Pl')"
322,brodove,brod_acc_Pl,40,"('#b', 'br', 'ro', 'od', 'do', 'ov', 've', 'e#')","('brod', 'acc', 'Pl')"
323,brodovima,brod_ins_Pl,14,"('#b', 'br', 'ro', 'od', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('brod', 'ins', 'Pl')"
324,brodovima,brod_loc_Pl,3,"('#b', 'br', 'ro', 'od', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('brod', 'loc', 'Pl')"
325,bura,bura_nom_Sg,83,"('#b', 'bu', 'ur', 'ra', 'a#')","('bura', 'nom', 'Sg')"
326,bure,bura_gen_Sg,51,"('#b', 'bu', 'ur', 're', 'e#')","('bura', 'gen', 'Sg')"
327,buri,bura_dat_Sg,11,"('#b', 'bu', 'ur', 'ri', 'i#')","('bura', 'dat', 'Sg')"
328,buru,bura_acc_Sg,30,"('#b', 'bu', 'ur', 'ru', 'u#')","('bura', 'acc', 'Sg')"
329,burom,bura_ins_Sg,26,"('#b', 'bu', 'ur', 'ro', 'om', 'm#')","('bura', 'ins', 'Sg')"
330,buri,bura_loc_Sg,38,"('#b', 'bu', 'ur', 'ri', 'i#')","('bura', 'loc', 'Sg')"
331,bure,bura_nom_Pl,39,"('#b', 'bu', 'ur', 're', 'e#')","('bura', 'nom', 'Pl')"
332,bura,bura_gen_Pl,20,"('#b', 'bu', 'ur', 'ra', 'a#')","('bura', 'gen', 'Pl')"
333,burama,bura_dat_Pl,6,"('#b', 'bu', 'ur', 'ra', 'am', 'ma', 'a#')","('bura', 'dat', 'Pl')"
334,bure,bura_acc_Pl,27,"('#b', 'bu', 'ur', 're', 'e#')","('bura', 'acc', 'Pl')"
335,burama,bura_ins_Pl,5,"('#b', 'bu', 'ur', 'ra', 'am', 'ma', 'a#')","('bura', 'ins', 'Pl')"
336,burama,bura_loc_Pl,2,"('#b', 'bu', 'ur', 'ra', 'am', 'ma', 'a#')","('bura', 'loc', 'Pl')"
337,cena,cena_nom_Sg,184,"('#c', 'ce', 'en', 'na', 'a#')","('cena', 'nom', 'Sg')"
338,cene,cena_gen_Sg,43,"('#c', 'ce', 'en', 'ne', 'e#')","('cena', 'gen', 'Sg')"
339,ceni,cena_dat_Sg,1,"('#c', 'ce', 'en', 'ni', 'i#')","('cena', 'dat', 'Sg')"
340,cenu,cena_acc_Sg,87,"('#c', 'ce', 'en', 'nu', 'u#')","('cena', 'acc', 'Sg')"
341,cenom,cena_ins_Sg,7,"('#c', 'ce', 'en', 'no', 'om', 'm#')","('cena', 'ins', 'Sg')"
342,ceni,cena_loc_Sg,55,"('#c', 'ce', 'en', 'ni', 'i#')","('cena', 'loc', 'Sg')"
343,cene,cena_nom_Pl,104,"('#c', 'ce', 'en', 'ne', 'e#')","('cena', 'nom', 'Pl')"
344,cena,cena_gen_Pl,85,"('#c', 'ce', 'en', 'na', 'a#')","('cena', 'gen', 'Pl')"
345,cenama,cena_dat_Pl,1,"('#c', 'ce', 'en', 'na', 'am', 'ma', 'a#')","('cena', 'dat', 'Pl')"
346,cene,cena_acc_Pl,34,"('#c', 'ce', 'en', 'ne', 'e#')","('cena', 'acc', 'Pl')"
347,cenama,cena_ins_Pl,6,"('#c', 'ce', 'en', 'na', 'am', 'ma', 'a#')","('cena', 'ins', 'Pl')"
348,cenama,cena_loc_Pl,62,"('#c', 'ce', 'en', 'na', 'am', 'ma', 'a#')","('cena', 'loc', 'Pl')"
349,cesta,cesta_nom_Sg,56,"('#c', 'ce', 'es', 'st', 'ta', 'a#')","('cesta', 'nom', 'Sg')"
350,ceste,cesta_gen_Sg,50,"('#c', 'ce', 'es', 'st', 'te', 'e#')","('cesta', 'gen', 'Sg')"
351,cesti,cesta_dat_Sg,2,"('#c', 'ce', 'es', 'st', 'ti', 'i#')","('cesta', 'dat', 'Sg')"
352,cestu,cesta_acc_Sg,23,"('#c', 'ce', 'es', 'st', 'tu', 'u#')","('cesta', 'acc', 'Sg')"
353,cestom,cesta_ins_Sg,40,"('#c', 'ce', 'es', 'st', 'to', 'om', 'm#')","('cesta', 'ins', 'Sg')"
354,cesti,cesta_loc_Sg,76,"('#c', 'ce', 'es', 'st', 'ti', 'i#')","('cesta', 'loc', 'Sg')"
355,ceste,cesta_nom_Pl,47,"('#c', 'ce', 'es', 'st', 'te', 'e#')","('cesta', 'nom', 'Pl')"
356,cesta,cesta_gen_Pl,25,"('#c', 'ce', 'es', 'st', 'ta', 'a#')","('cesta', 'gen', 'Pl')"
357,cestama,cesta_dat_Pl,3,"('#c', 'ce', 'es', 'st', 'ta', 'am', 'ma', 'a#')","('cesta', 'dat', 'Pl')"
358,ceste,cesta_acc_Pl,36,"('#c', 'ce', 'es', 'st', 'te', 'e#')","('cesta', 'acc', 'Pl')"
359,cestama,cesta_ins_Pl,9,"('#c', 'ce', 'es', 'st', 'ta', 'am', 'ma', 'a#')","('cesta', 'ins', 'Pl')"
360,cestama,cesta_loc_Pl,14,"('#c', 'ce', 'es', 'st', 'ta', 'am', 'ma', 'a#')","('cesta', 'loc', 'Pl')"
361,ciq,ciq_nom_Sg,72,"('#c', 'ci', 'iq', 'q#')","('ciq', 'nom', 'Sg')"
362,ciqa,ciq_gen_Sg,55,"('#c', 'ci', 'iq', 'qa', 'a#')","('ciq', 'gen', 'Sg')"
363,ciqu,ciq_dat_Sg,30,"('#c', 'ci', 'iq', 'qu', 'u#')","('ciq', 'dat', 'Sg')"
364,ciq,ciq_acc_Sg,70,"('#c', 'ci', 'iq', 'q#')","('ciq', 'acc', 'Sg')"
365,ciqem,ciq_ins_Sg,25,"('#c', 'ci', 'iq', 'qe', 'em', 'm#')","('ciq', 'ins', 'Sg')"
366,ciqu,ciq_loc_Sg,112,"('#c', 'ci', 'iq', 'qu', 'u#')","('ciq', 'loc', 'Sg')"
367,ciqevi,ciq_nom_Pl,15,"('#c', 'ci', 'iq', 'qe', 'ev', 'vi', 'i#')","('ciq', 'nom', 'Pl')"
368,ciqeva,ciq_gen_Pl,11,"('#c', 'ci', 'iq', 'qe', 'ev', 'va', 'a#')","('ciq', 'gen', 'Pl')"
369,ciqevima,ciq_dat_Pl,10,"('#c', 'ci', 'iq', 'qe', 'ev', 'vi', 'im', 'ma', 'a#')","('ciq', 'dat', 'Pl')"
370,ciqeve,ciq_acc_Pl,18,"('#c', 'ci', 'iq', 'qe', 'ev', 've', 'e#')","('ciq', 'acc', 'Pl')"
371,ciqevima,ciq_ins_Pl,4,"('#c', 'ci', 'iq', 'qe', 'ev', 'vi', 'im', 'ma', 'a#')","('ciq', 'ins', 'Pl')"
372,ciqevima,ciq_loc_Pl,6,"('#c', 'ci', 'iq', 'qe', 'ev', 'vi', 'im', 'ma', 'a#')","('ciq', 'loc', 'Pl')"
373,dan,dan_nom_Sg,860,"('#d', 'da', 'an', 'n#')","('dan', 'nom', 'Sg')"
374,dana,dan_gen_Sg,1615,"('#d', 'da', 'an', 'na', 'a#')","('dan', 'gen', 'Sg')"
375,danu,dan_dat_Sg,72,"('#d', 'da', 'an', 'nu', 'u#')","('dan', 'dat', 'Sg')"
376,dan,dan_acc_Sg,814,"('#d', 'da', 'an', 'n#')","('dan', 'acc', 'Sg')"
377,danom,dan_ins_Sg,96,"('#d', 'da', 'an', 'no', 'om', 'm#')","('dan', 'ins', 'Sg')"
378,danu,dan_loc_Sg,116,"('#d', 'da', 'an', 'nu', 'u#')","('dan', 'loc', 'Sg')"
379,dani,dan_nom_Pl,547,"('#d', 'da', 'an', 'ni', 'i#')","('dan', 'nom', 'Pl')"
380,dana,dan_gen_Pl,853,"('#d', 'da', 'an', 'na', 'a#')","('dan', 'gen', 'Pl')"
381,danima,dan_dat_Pl,12,"('#d', 'da', 'an', 'ni', 'im', 'ma', 'a#')","('dan', 'dat', 'Pl')"
382,dane,dan_acc_Pl,573,"('#d', 'da', 'an', 'ne', 'e#')","('dan', 'acc', 'Pl')"
383,danima,dan_ins_Pl,65,"('#d', 'da', 'an', 'ni', 'im', 'ma', 'a#')","('dan', 'ins', 'Pl')"
384,danima,dan_loc_Pl,75,"('#d', 'da', 'an', 'ni', 'im', 'ma', 'a#')","('dan', 'loc', 'Pl')"
385,daqina,daqina_nom_Sg,50,"('#d', 'da', 'aq', 'qi', 'in', 'na', 'a#')","('daqina', 'nom', 'Sg')"
386,daqine,daqina_gen_Sg,116,"('#d', 'da', 'aq', 'qi', 'in', 'ne', 'e#')","('daqina', 'gen', 'Sg')"
387,daqini,daqina_dat_Sg,6,"('#d', 'da', 'aq', 'qi', 'in', 'ni', 'i#')","('daqina', 'dat', 'Sg')"
388,daqinu,daqina_acc_Sg,59,"('#d', 'da', 'aq', 'qi', 'in', 'nu', 'u#')","('daqina', 'acc', 'Sg')"
389,daqinom,daqina_ins_Sg,20,"('#d', 'da', 'aq', 'qi', 'in', 'no', 'om', 'm#')","('daqina', 'ins', 'Sg')"
390,daqini,daqina_loc_Sg,128,"('#d', 'da', 'aq', 'qi', 'in', 'ni', 'i#')","('daqina', 'loc', 'Sg')"
391,daqine,daqina_nom_Pl,61,"('#d', 'da', 'aq', 'qi', 'in', 'ne', 'e#')","('daqina', 'nom', 'Pl')"
392,daqina,daqina_gen_Pl,83,"('#d', 'da', 'aq', 'qi', 'in', 'na', 'a#')","('daqina', 'gen', 'Pl')"
393,daqinama,daqina_dat_Pl,9,"('#d', 'da', 'aq', 'qi', 'in', 'na', 'am', 'ma', 'a#')","('daqina', 'dat', 'Pl')"
394,daqine,daqina_acc_Pl,112,"('#d', 'da', 'aq', 'qi', 'in', 'ne', 'e#')","('daqina', 'acc', 'Pl')"
395,daqinama,daqina_ins_Pl,13,"('#d', 'da', 'aq', 'qi', 'in', 'na', 'am', 'ma', 'a#')","('daqina', 'ins', 'Pl')"
396,daqinama,daqina_loc_Pl,15,"('#d', 'da', 'aq', 'qi', 'in', 'na', 'am', 'ma', 'a#')","('daqina', 'loc', 'Pl')"
397,delo,delo_nom_Sg,87,"('#d', 'de', 'el', 'lo', 'o#')","('delo', 'nom', 'Sg')"
398,dela,delo_gen_Sg,66,"('#d', 'de', 'el', 'la', 'a#')","('delo', 'gen', 'Sg')"
399,delu,delo_dat_Sg,13,"('#d', 'de', 'el', 'lu', 'u#')","('delo', 'dat', 'Sg')"
400,delo,delo_acc_Sg,68,"('#d', 'de', 'el', 'lo', 'o#')","('delo', 'acc', 'Sg')"
401,delom,delo_ins_Sg,29,"('#d', 'de', 'el', 'lo', 'om', 'm#')","('delo', 'ins', 'Sg')"
